doi,title,journal_title,year
10.1101/2022.04.21.489010,Pallidal neuromodulation of the explore/exploit trade-off in decision-making,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.04.25.489338,"Experimental infection of <i>Artibeus lituratus</i> bats and no detection of Zika virus in neotropical bats from French Guyana, Peru, and Costa Rica, suggest a limited role of bats in Zika transmission",bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1545961/v1,"Prehabilitation of elderly frail or pre-frail patients prior to elective surgery (PRAEP-GO): study protocol for a randomized, controlled, outcome-assessor blinded trial",Research Square,2022
10.1101/2022.04.20.22273990,Revisiting IgG antibody reactivity to Epstein-Barr virus in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome and its potential application to disease diagnosis,medRxiv (Cold Spring Harbor Laboratory),2022
10.22541/au.165095645.58383994/v1,Prevalence of sensitization to molecular food allergen components in Europe: a systematic review,Authorea,2022
10.1101/2022.04.24.22273790,Specificity of cortical area and thickness as biomarkers for comorbid internalizing and externalizing mental disorders in pre-adolescence,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.04.27.22274388,Prior Optic Neuritis Detection on Peripapillary Ring Scans using Deep Learning,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1597835/v1,Advancing small-animal perfusion models: Normothermic dual-vessel ex vivo rat liver machine perfusion based on a clinical setup,Research Square,2022
10.1101/2022.04.27.489791,Global brain health modulates the impact of lesion damage on post-stroke sensorimotor outcomes,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.04.29.490085,NMDA-receptor-Fc-fusion constructs neutralize anti-NMDA receptor antibodies,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.02.490278,"Spatial, Quantitative and Functional Deconstruction of Virus and Host Protein Interactions Inside Intact Cytomegalovirus Particles",bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.03.490395,DNAJC13 influences responses of the extended reward system to conditioned stimuli: a genome-wide association study,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.05.490733,Cross-link assisted spatial proteomics to map sub-organelle proteomes and membrane protein topology,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1619463/v1,Individual Immune Cell and Cytokine Profiles Impact Platelet-Rich Plasma Composition,Research Square,2022
10.1101/2022.05.05.490734,Structure and mechanism of a novel cytomegaloviral DCAF mediating interferon antagonism,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.06.490913,Subthalamic beta bursts correlate with dopamine-dependent motor symptoms in 106 Parkinson’s patients,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1285855/v1,Protective association of HLA-DRB1*04 subtypes in neurodegenerative diseases implicates acetylated tau PHF6 sequences,Research Square,2022
10.1101/2022.05.09.491156,Application of rapid invisible frequency tagging for brain computer interfaces,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.09.491139,Evaluation of microbiome association models under realistic and confounded conditions,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.10.491363,Mechanism of Curaxin-dependent Nucleosome Unfolding by FACT,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.10.491343,On tumoural growth and treatment under cellular dedifferentiation,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1602630/v1,SC144 - a promising small-molecule gp130-inhibitor of IL-6 and Oncostatin-M signaling for treatment of pancreatic cancer,Research Square,2022
10.1101/2022.05.11.491403,Direct specification of lymphatic endothelium from non-venous angioblasts,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.12.491675,Cell-autonomous immune dysfunction driven by disrupted autophagy in <i>C9orf72</i>-ALS iPSC-derived microglia contributes to neurodegeneration,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.10.491171,Functional connectivity dynamics reflect disability and multi-domain clinical impairment in patients with relapsing-remitting multiple sclerosis,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.13.491761,Blind spots on western blots: a meta-research study highlighting opportunities to improve figures and methods reporting,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.12.22275019,Evaluation of a clinical decision support system for detection of patients at risk after kidney transplantation,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.13.491791,"High-resolution kinetic gene expression analysis of T helper cell differentiation reveals a STAT-dependent, unique transcriptional program in Th1/2 hybrid cells",bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.13.491823,Humoral immunity to SARS-CoV-2 elicited by combination COVID-19 vaccination regimens,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.12.22274089,"Development of interoperable, domain-specific extensions for the German Corona Consensus (GECCO) COVID-19 research dataset using an interdisciplinary, consensus-based workflow",medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.10.22274663,Performance of the <i>SD Bioline</i> rapid diagnostic test as a good alternative to the detection of Human African Trypanosomiasis in Cameroon,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.13.491869,Prediction of Stroke Outcome in Mice Based on Non-Invasive MRI and Behavioral Testing,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.16.492138,A live attenuated vaccine confers superior mucosal and systemic immunity to SARS-CoV-2 variants,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.16.22275120,Representation of evidence-based clinical practice guideline recommendations on FHIR,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.13.22275044,"Spondyloarthritis, acute anterior uveitis, and Crohn’s disease have both shared and distinct gut microbiota",medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.16.492103,Brain-wide imaging of an adult vertebrate with image transfer oblique plane microscopy,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.18.492346,Analyses of circRNA expression throughout circadian rhythm reveal a strong link between Cdr1as and light-induced phase shifts in the SCN,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.05.17.492318,The Proteomic Landscape of Genome-Wide Genetic Perturbations,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1662173/v1,Exploring pandemic-related health literacy among adolescents in Germany: A focus group study,Research Square,2022
10.21203/rs.3.rs-1621822/v1,Development and validation of a prognostic model for the early identification of COVID-19 patients at risk of developing common long COVID symptoms,Research Square,2022
10.1101/2022.05.20.22275355,Neurostructural associations with traumatic experiences during child- and adulthood,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1653645/v1,A systematic mapping and bibliometric analysis of systematic reviews of health economic evaluations: A protocol,Research Square,2022
10.1101/2022.05.24.22274901,Image-to-image generative adversarial networks for synthesizing perfusion parameter maps from DSC-MR images in cerebrovascular disease,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1636100/v1,Medical studies in times of a pandemic – Concepts of digital teaching for Orthopaedics and Trauma at German universities,Research Square,2022
10.1101/2022.05.26.22275532,"A global systematic analysis of the occurrence, severity, and recovery pattern of long COVID in 2020 and 2021",medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1568313/v1,"Inconsistent Condom Use among Street-Based Transgender Sex Workers in Lahore, Pakistan: Socio-Ecological Analysis based on a Qualitative Study",Research Square,2022
10.21203/rs.3.rs-1693172/v1,Core Outcome Measures for Clinical Effectiveness Trials of Nutritional and Metabolic Interventions in Critical Illness: An International Modified Delphi Consensus Study Evaluation (CONCISE),Research Square,2022
10.1101/2022.06.02.22275894,Development and Validation of Multivariable Prediction Models of Serological Response to SARS-CoV-2 Vaccination in Kidney Transplant Recipients,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.01.22275839,Exploring the ATN classification system using Brain Morphology,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.01.494393,OxoScan-MS: Oxonium ion scanning mass spectrometry facilitates plasma glycoproteomics in large scale,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1693355/v1,Phase I/II trial of a peptide-based COVID-19 T-cell activator in patients with B-cell deficiency,Research Square,2022
10.1101/2022.06.02.22275913,A Polygenic Score for Reduced Kidney Function and Adverse Outcomes in a Chronic Kidney Disease Cohort,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.02.494479,Advances in non-invasive tracking of wave-type electric fish in natural and laboratory settings,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1706474/v3,Artificial Intelligence for Clinical Decision Support in Acute Ischemic Stroke Care: A Systematic Review,Research Square,2022
10.1101/2022.06.03.494693,Inter-layer and inter-subject variability of circadian gene expression in human skin,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1630734/v1,Impact of the COVID-19 pandemic and its associated public health and social measures on emergency department utilization in Germany between March 2017 and June 2021,Research Square,2022
10.21203/rs.3.rs-1720929/v1,Longitudinal angiographic characterization of the efficacy of combined cerebral revascularization using encephalodurosynangiosis in patients with Moyamoya Disease,Research Square,2022
10.21203/rs.3.rs-1741071/v1,The MCP2 and the wrist plus two tendons are the most affected and responsive joints/tendons out of the US7 score in patients with rheumatoid arthritis – an observational study,Research Square,2022
10.21203/rs.3.rs-1738174/v1,Analyzing Answering Patterns in Progress Test Data,Research Square,2022
10.1101/2022.06.13.495824,A causal role of the human left temporoparietal junction in computing social influence during goal-directed learning,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1652195/v1,Amelioration of injury-induced tissue acidosis by a nonsteroidal analgesic attenuates antinociceptive effects of the pH-dependent opioid agonist NFEPP,Research Square,2022
10.1101/2022.06.11.22276272,Impaired Neutralization of SARS-CoV-2 Including Omicron Variants after COVID-19 mRNA Booster Immunization under Methotrexate Therapy.,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1708825/v1,Prevalence and Trends of Perioperative Major Adverse Cardiovascular and Cerebrovascular Events During Cancer Surgeries,Research Square,2022
10.26434/chemrxiv-2022-fx0d2,A Small Molecule Inhibitor with Elongated Residence Time Blocking the Cytolytic Effects of the Pore-Forming Toxin Pneumolysin,Biological and Medicinal Chemistry (ChemRxiv),2022
10.21203/rs.3.rs-1702915/v1,TREX1 p.A129fs and p.Y305C variants in a large multi-ethnic cohort of CADASIL-like unrelated patients,Research Square,2022
10.1101/2022.06.14.496094,An analytical model describing the mechanics of erythrocyte membrane wrapping during active invasion of a plasmodium falciparum merozoite,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1745997/v1,Autologous hematopoietic stem cell transplantation improves long term survival – data from a national registry,Research Square,2022
10.1101/2022.06.17.496567,A comparison of methods to suppress electrocardiographic artifacts in local field potential recordings,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.13.22276352,Type construction in qualitative health research and its relevance in complementary and integrative medicine. Two studies about patients' experiences with herbal medicine preparations,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.20.496811,Bcmap: fast alignment-free barcode mapping for linked-read sequencing data,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.20.22276573,Host microRNAs are differentially expressed in EBV+ Post-transplant Lymphoproliferative Disorder solid-organ transplant recipients,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.20.496810,The centrosomal protein 83 (CEP83) regulates human pluripotent stem cell differentiation towards the kidney lineage,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1761489/v1,General practitioner care in nursing homes during the first wave of the COVID-19 pandemic in Germany: A retrospective survey among nursing home managers,Research Square,2022
10.21203/rs.3.rs-1668948/v1,Psychological resilience factors and their association with weekly stressor reactivity during the COVID-19 outbreak in Europe,Research Square,2022
10.1101/2022.06.28.22276991,"DNA Methylation Age Acceleration, Type 2 Diabetes, and its Complications: Cross-sectional and Longitudinal Data from the Berlin Aging Study II (BASE-II)",medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.27.22276964,Establishing a core set of open science practices in biomedicine: a modified Delphi study,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.27.22276955,Impact of COVID-19 on the management and outcomes of ureteric stones in the UK: a multicentre retrospective study,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.27.497771,Neural correlates of changing food choices while bypassing values,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1794441/v1,Desire and motivation for parenthood during the COVID-19 pandemic: A comparison of cis-gender minoritized sexual identities with cis-heterosexual individuals living in Germany,Research Square,2022
10.1101/2022.06.28.497553,Discovery of a non-canonical GRHL1 binding motif using deep convolutional and recurrent neural networks,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1761325/v1,"Spatial and temporal correlations in human cortex are inherently linked, predicted by functional hierarchy, vigilance state and antiepileptic drug load",Research Square,2022
10.21203/rs.3.rs-1715370/v1,Transparency of clinical practice guideline funding: A cross-sectional analysis of the German AWMF registry,Research Square,2022
10.1101/2022.06.29.498204,A brain-wide form of presynaptic active zone plasticity orchestrates resilience to brain aging in Drosophila,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.29.498101,Brain-wide connectivity map of mouse thermosensory cortices,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.06.28.497834,Modelling Instantaneous Firing Rate of DBS Target Neuronal Ensembles in Basal Ganglia and Thalamus,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.01.498406,A novel <i>Smg6</i> mouse model reveals regulation of circadian period and daily CRY2 accumulation through the nonsense-mediated mRNA decay pathway,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.02.498568,"WiChR, a highly potassium selective channelrhodopsin for low-light two-photon neuronal inhibition",bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.01.22277047,Concurrent gliomas in patients with multiple sclerosis,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.04.498663,Odd skipped-related 1 controls the pro-regenerative response of Fibro-Adipogenic Progenitors,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.01.497725,Modifying Pavlovian-To-Instrumental Transfer By Approach Avoidance Training In Healthy Subjects – A Proof of Concept Study,bioRxiv (Cold Spring Harbor Laboratory),2022
10.22541/au.165702074.41843063/v1,"Modulation of G-protein activation, calcium currents and opioid receptor phosphorylation by the pH-dependent agonist NFEPP",Authorea,2022
10.1101/2022.07.05.22276556,Monoallelic CRMP1 gene variants cause neurodevelopmental disorder,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.05.498859,A Buprenorphine depot formulation provides effective sustained post-surgical analgesia for 72h in mouse femoral fracture models,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.07.499111,Prox2+ and Runx3+ neurons regulate esophageal motility,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.09.22277429,Assessing inhibitory control deficits in adult ADHD: A systematic review and meta-analysis of the stop-signal task,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.10.499488,Integrated rational and evolutionary engineering of genome-reduced <i>Pseudomonas putida</i> strains empowers synthetic formate assimilation,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.12.499714,LRP2 contributes to planar cell polarity-dependent coordination of motile cilia function,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1811474/v1,Resilience &amp;amp; Stability of the CF- Intestinal &amp;amp; Respiratory Microbiome During Nutritional &amp;amp; Exercise Intervention,Research Square,2022
10.1101/2022.07.14.22277631,Practical application of CO2 as an indicator regarding the risk of infection,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.14.500026,Modulatory dynamics of periodic and aperiodic activity in respiration-brain coupling,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.15.500163,mdciao: Accessible Analysis and Visualization of Molecular Dynamics Simulation Data,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.17.500023,Reciprocal regulation between cell mechanics and ZO-1 guides tight junction assembly and epithelial morphogenesis,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.18.22277255,90K/<i>LGALS3BP</i> Expression is Upregulated in COVID-19 but Does Not Restrict SARS-CoV-2 Infection,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.19.22277546,Arterial hypertension and β-amyloid accumulation have spatially overlapping effects on posterior white matter hyperintensity volume: A cross-sectional study,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1840125/v1,"Quality Control Matters: Automated Magnetic Resonance Imaging-based Abdominal Organ Segmentation in 20,000 Participants of the UK Biobank and German National Cohort Studies.",Research Square,2022
10.1101/2022.07.18.500307,Taxanes act as vascular disrupting agents and increase rate of metastasis when combined with anti-angiogenic therapy,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1783730/v1,Altered occupational behaviour and experience is associated with reduced depressive symptoms in patients undergoing psychosomatic rehabilitation,Research Square,2022
10.21203/rs.3.rs-1836739/v1,Empirical studies on the practice translation of ethical recommendations. Cross-sectional study on evaluation objects,Research Square,2022
10.1101/2022.07.18.22277750,Design and implementation of a system for automated monitoring of adherence to evidenced-based clinical guideline recommendations,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.23.501257,Phosphorylation Determines Whether Neuroligin-3 is at Excitatory or Inhibitory Synapses in Different Regions of the Brain,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.23.501239,"Genetic variability, including gene duplication and deletion, in early sequences from the 2022 European monkeypox outbreak",bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.26.501544,Connectome spectrum electromagnetic tomography: a method to reconstruct electrical brain sources at high-spatial resolution,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.07.26.501543,Neural integration and segregation revealed by a joint time-vertex connectome spectral analysis,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1790570/v1,Mapping and systematic appraisal of umbrella reviews in biomedical literature: A protocol,Research Square,2022
10.21203/rs.3.rs-1855244/v1,Planning preclinical confirmatory multicenter trials to strengthen translation from basic to clinical research – a multi-stakeholder workshop report,Research Square,2022
10.1101/2022.07.27.22278027,The human host response to monkeypox infection: a proteomic case series study,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1901170/v1,Depression in primary care and the role of evidence-based guidelines: Cross- sectional data from primary care physicians in Germany,Research Square,2022
10.1101/2022.07.31.22278223,Glasses Against transmission of SARS-CoV-2 in the community (GLASSY): a pragmatic randomized trial,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1846378/v1,Subthalamic beta bursts correlate with dopamine-dependent motor symptoms in 106 Parkinson's patients,Research Square,2022
10.21203/rs.3.rs-1894580/v1,Resolving colistin resistance and heteroresistance in Enterobacter species,Research Square,2022
10.1101/2022.08.04.502609,Neutralization sensitivity of the SARS-CoV-2 Omicron BA.2.75 sublineage,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.03.500325,"Single cell, whole embryo phenotyping of pleiotropic disorders of mammalian development",bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.03.502719,An unbiased characterization of the HLA-E and CD94/NKG2x peptide repertoire reveals peptide ligands that skew NK cell activation,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.05.502936,SARS-CoV-2 entry route impacts a range of downstream viral and cellular processes,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.08.503134,Implementation of the β-hydroxyaspartate cycle increases growth performance of <i>Pseudomonas putida</i> on the PET monomer ethylene glycol,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1908358/v1,"Participatory disease surveillance for a mass gathering - a prospective cohort study on COVID-19, Germany 2021",Research Square,2022
10.1101/2022.08.09.503140,Deep learning-based automated lesion segmentation on mouse stroke magnetic resonance images,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.10.22278639,Humoral immune responses remain quantitatively impaired but improve qualitatively in anti-CD20 treated patients with multiple sclerosis after three or four COVID-19 vaccinations,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.08.503174,"Taking shortcuts: Great for travel, but not for reproducible methods sections",bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.11.503574,SARS-CoV-2 specific plasma cells acquire the phenotype of long-lived plasma cells in the human bone marrow,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.14.503916,Plasticity and lineage commitment of individual Th1 cells are determined by stable T-bet expression quantities,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.16.504100,Copy-number dosage regulates telomere maintenance and disease-associated pathways in neuroblastoma,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.18.504478,Pan-flavivirus analysis reveals that the insect-specific Kamiti River virus produces a new subgenomic RNA and high amounts of 3’ UTR-derived siRNAs,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1917417/v1,Arc controls alcohol cue relapse by a central amygdala mechanism,Research Square,2022
10.1101/2022.08.19.22277959,Pharmacokinetics of nirmatrelvir and ritonavir in COVID-19 patients with end stage renal disease on intermittent haemodialysis,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.19.504516,SODAR: managing multi-omics study data and metadata,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.20.504663,scPerturb: Harmonized Single-Cell Perturbation Data,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.22.22278669,Normalized LST is an efficient biomarker for homologous recombination deficiency and Olaparib response in ovarian carcinoma,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.23.504942,Optimizing <i>E. coli</i> as a formatotrophic platform for bioproduction via the reductive glycine pathway,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.26.505432,Probabilistic axon targeting dynamics lead to individualized brain wiring,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.27.505530,Cell Atlas at Single-Nuclei Resolution of the Adult Human Adrenal Gland and Adrenocortical Adenomas,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.28.505585,Auditory accessory stimulus boosts pupil-linked arousal and reduces choice bias,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.08.29.505641,HP1 deficiency results in De-Repression of Endogenous Retroviruses and Induction of Neurodegeneration via Complement,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1964110/v1,Higher performance for women than men in MRI-based Alzheimer’s disease detection,Research Square,2022
10.21203/rs.3.rs-1936427/v1,Imputation-powered whole-exome analysis identifies rare coding variants and genes associated with kidney function and disease in the UK Biobank,Research Square,2022
10.21203/rs.3.rs-1839377/v1,Prediction of estimated risk for bipolar disorder using machine learning and structural MRI features,Research Square,2022
10.1101/2022.08.29.22279328,"Protocol for the AutoRayValid-RBknee Study: a Retrospective, Multicenter, Fully-crossed, Multi-reader, Multi-case Study Investigating the Effect of a Knee Osteoarthritis Severity Classification Model on Reader Diagnostic Accuracy",medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1981813/v1,"Oral Health Perceptions and Practices of Caregivers at Children’s Madrasas and Foster Care Centers: A Qualitative Exploratory Study in Lahore, Pakistan",Research Square,2022
10.1101/2022.09.01.22279485,COVID-19 individual participant data meta-analyses. Can there be too many? Results from a rapid systematic review,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.02.506244,Parity modulates impact of BMI and Gestational Weight Gain on gut microbiota in human pregnancy,bioRxiv (Cold Spring Harbor Laboratory),2022
10.26434/chemrxiv-2022-pt7gj,Heterobifunctional Ligase Recruiters Enable Pan-Degradation of Inhibitor of Apoptosis Proteins,Biological and Medicinal Chemistry (ChemRxiv),2022
10.21203/rs.3.rs-1662646/v1,Smartphone-RCCT: An online repository of Randomized Controlled Clinical Trials of Smartphone Applications for Chronic Conditions,Research Square,2022
10.21203/rs.3.rs-1975280/v1,Transcription factor EB sets the stage for fate decisions of antigen-primed B cells in the absence and presence of co-stimulation,Research Square,2022
10.22541/au.166252872.28869298/v1,COVID-19 after BNT162b2 two-dose primary series does not improve the efficacy of a booster dose in nursing home residents,Authorea,2022
10.1101/2022.09.08.507073,Genomic and ecologic characteristics of the airway microbial-mucosal complex,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1981941/v1,Trend Analysis of Multi-level Determinants of Maternal and Newborn Postnatal Care Utilization in Pakistan from 2006 to 2018,Research Square,2022
10.1101/2022.09.08.22279549,Environmental profiles of urban living relate to regional brain volumes and symptom groups of mental illness through distinct genetic pathways,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.08.22279028,Optimal Stimulation Sites and Networks for Deep Brain Stimulation of the Fornix in Alzheimer’s Disease,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.09.507243,4EBP1/2 support tumorigenicity and cell survival during energetic stress by translationally regulating fatty acid synthesis,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.08.506647,Amplicon structure creates collateral therapeutic vulnerability in cancer,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.09.507289,Branch point evolution controls species-specific alternative splicing and regulates long term potentiation,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2013548/v1,Corticotropin stimulated steroid profiles to predict shock development and mortality in sepsis: From the HYPRESS study,Research Square,2022
10.21203/rs.3.rs-2017579/v1,Feasibility of In Vivo MR Elastography of Mesenteric Adipose Tissue in Crohn’s Disease,Research Square,2022
10.1101/2022.09.12.22279880,FASDetect – A machine learning-based app to screen for the risk of fetal alcohol-spectrum disorder in youth with attention-deficit/hyperactivity disorder symptoms,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1990316/v1,Efficacy of mHealth and education-led peer counselling of patients with hypertension and coronary artery disease in Pakistan: Study protocol for a double-blinded pragmatic randomized-controlled trial with factorial design,Research Square,2022
10.1101/2022.09.14.506749,Neuroprotective tissue adaptation induced by IL-12 attenuates CNS inflammation,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2053811/v1,The Berlin Bimanual Test for Tetraplegia (BeBiTT) to assess the impact of assistive hand exoskeletons on bimanual task performance,Research Square,2022
10.21203/rs.3.rs-2053935/v1,Wild foods contribute to higher dietary diversity in India,Research Square,2022
10.1101/2022.09.16.508288,Rnf20 shapes the endothelial control of heart morphogenesis and function,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.17.508207,Proteogenomic analysis reveals RNA as an important source for tumor-agnostic neoantigen identification correlating with T-cell infiltration,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.18.508452,HDAC7 controls anti-viral and anti-tumor immunity by CD8<sup>+</sup> T cells,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2049746/v1,Preoperative Thalamus Volume is not associated with preoperative cognitive impairment (preCI) or postoperative cognitive dysfunction (POCD),Research Square,2022
10.1101/2022.09.22.508962,Pharmacological inhibition of bromodomain and extra-terminal proteins induces NRF-2-mediated inhibition of SARS-CoV-2 replication and is subject to viral antagonism,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.23.509133,Transcriptionally defined morphological subtypes of pancreatic ductal adenocarcinoma,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.23.22280284,Synapsin autoantibodies during pregnancy are associated with fetal abnormalities,medRxiv (Cold Spring Harbor Laboratory),2022
