"referenceid";"username";"doi";"article";"is_open_data";"open_data_category";"is_reuse";"is_open_code";"open_data_statements";"open_code_statements";"reference_to_data";"comment_1_reference";"data_availability_statement";"comment_2_das";"findability";"comment_4_findability";"not_a_supplement";"comment_3_repository";"data_identifier";"repository";"data_access";"comment_5_data_access";"year_of_data_publication";"dataset_license";"comment_4_license";"license_name";"own_or_reuse_data";"comment_2_own_data";"machine_readable_format";"comment_6_machine_readability";"multi_select_excel";"multi_select_csv_tsv";"multi_select_txt_docs";"multi_select_other_text_formats";"multi_select_video";"multi_select_audio";"multi_select_picture";"multi_select_fasta_fastq";"multi_select_raw";"multi_select_genetic_sequences";"multi_select_subject_specific_format";"multi_select_unsure";"comment_7_format";"illustrative_files";"comment_8_illustrative_files";"analytical_replication";"comment_9_analytical_replication";"open_data_assessment";"comment_10_assessment";"other_comments";"comment_other_datasets";"open_data_manual_check";"restricted"
1249;"hich10";"10.1016/j.immuni.2021.09.010";"10.1016+j.immuni.2021.09.010.txt";"TRUE";"field-specific repository, upon request";"FALSE";"TRUE";"<section> deposited data bulk sequencing data set this paper geo: gse151655 single cell sequencing data set this paper geo: gse151655 experimental models: organisms/strains wt charles river c57bl/6j il1rl1 / il1rl1 tm1aki mgi:3623124 (backcrossed to c57bl/6) myd88 / myd88 tm1aki mgi:2385681 (backcrossed to c57bl/6) il4ra dmac il4ra tm2fbb x stock tg(cx3cr1-cre) mgi:3689995 x mw126gsat rrid:mmrrc_036395-ucd ucp2 / b6;129s-ucp2 tm2.1lowl /j x b6.;     accession numbers are listed in the key resources table.";"<section> data and code availability the single-cell rna-seq data as well as the bulk rna-seq data generated during this study have been deposited at geo and are publicly available as of the date of publication.";"yes";"NULL";"yes";"RNA-seq data as well as the bulk RNA-seq data generated in this study have been deposited at GEO under the accession number GSE151655";"yes";"";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151655";"Gene Expression Omnibus (GEO)";"yes";"NULL";"2021";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"Datasets are shared in TXT file format.";"NULL";"NULL";"yes";"";"open_data";"Shared datasets fulfills the open data criteria.";"NULL";"NULL";"true";"false"
1411;"SophieWozniak";"10.3390/v14061340";"10.3390+v14061340.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> data availability statement: bacteriophage’s whole genome sequence data presented in this study are openly available in the ncbi genbank under accession number on325435.";"";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/nuccore/ON325435";"GenBank";"yes";"NULL";"2022";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"FASTA";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1391;"SophieWozniak";"10.3389/fimmu.2022.822437";"10.3389+fimmu.2022.822437.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"the names of the repository/repositories and accession number(s) can be found below: proteomexchange accession no: pxd030130 ethics statement the studies involving human participants were reviewed and approved by the ethics committee at the charite? universitätsmedizin berlin (ea2/066/20).";"";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ebi.ac.uk/pride/archive/projects/PXD030130";"Pride Archive ProteomeXchange Consortium";"yes";"NULL";"2022";"yes";"NULL";"CC0";"own_open_data";"NULL";"yes";"NULL";"1";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"unsure";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1389;"SophieWozniak";"10.31083/j.jin2106171";"10.31083+j.jin2106171.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"therefore the dataset of this study is available online (https://osf.io/t4brz/) to make it accessible to other researchers of this field.;     <section> preprint is available on https://psyarxiv.com/kx9ma? dataset and analysis are available on https://osf.io/t4brz/? the published analysis is an additional post hoc analysis to the preregistered trial with clinical trial number nct01679145 available on https://clinical-trials.gov/ct2/ show/nct01679145.";"";"yes";"NULL";"no_statement_no_data";"NULL";"yes";"NULL";"yes";"NULL";"https://osf.io/t4brz/";"Open Science Framework (OSF)";"yes";"NULL";"2021";"no";"NULL";"NULL";"own_open_data";"Eva Friedel Gianna Spitta Lena Fliedner";"yes";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";".xlsx";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1251;"hich10";"10.1016/j.neuron.2022.01.001";"10.1016+j.neuron.2022.01.001.txt";"TRUE";"field-specific repository, general-purpose repository, upon request";"FALSE";"TRUE";"<section> deposited data voltage imaging data this study doi: 10.5281/zenodo.5792258 chr activation data this study doi: 10.5281/zenodo.5792258 free swimming data this study doi: 10.5281/zenodo.5792258 experimental models: organisms/strains tg(vglut2a:gal4) satou et al. 2013 https://shigen.nig.ac.jp/zebrafish/ straindetailaction.do? strainid=435 tg(uas:zarchon1-gfp) this study n/a tg(vglut2a:loxp-dsred-loxp-chr-gfp) this study n/a tg(nkx2.2b-cre) this study n/a tg(sim1a:loxp-dsred-loxp-dta) this study n/a tg(hox4a/9a:cre) kimura and higashijima 2019 n/a tg(uas:kaede) hatta et al. 2006 zfin: rk8tg tg(vglut2a:gfp) satou et al. 2012 https://shigen.nig.ac.jp/zebrafish/ straindetailaction.do? strainid=340 recombinant dna ptol2-uas-zarchon1-kgc-egfp-er2 piatkevich et al. 2019 addgene plasmid #108427 software and algorithms simple neurite tracer longair et al. 2011 https://imagej.net/plugins/snt/ custom analysis pipeline this study doi: 10.52 81/zenodo.5794540 resource availability lead contact further information and requests for resources and reagents should be directed to and will be fulfilled by the lead contact adam e. <section> deposited data voltage imaging data this study doi: 10.5281/zenodo.5792258 chr activation data this study doi: 10.5281/zenodo.5792258 free swimming data this study doi: 10.5281/zenodo.5792258 experimental models: organisms/strains tg(vglut2a:gal4) satou et al. 2013 https://shigen.nig.ac.jp/zebrafish/ straindetailaction.do? strainid=435 tg(uas:zarchon1-gfp) this study n/a tg(vglut2a:loxp-dsred-loxp-chr-gfp) this study n/a tg(nkx2.2b-cre) this study n/a tg(sim1a:loxp-dsred-loxp-dta) this study n/a tg(hox4a/9a:cre) kimura and higashijima 2019 n/a tg(uas:kaede) hatta et al. 2006 zfin: rk8tg tg(vglut2a:gfp) satou et al. 2012 https://shigen.nig.ac.jp/zebrafish/ straindetailaction.do? strainid=340 recombinant dna ptol2-uas-zarchon1-kgc-egfp-er2 piatkevich et al. 2019 addgene plasmid #108427 software and algorithms simple neurite tracer longair et al. 2011 https://imagej.net/plugins/snt/ custom analysis pipeline this study doi: 10.52 81/zenodo.5794540 resource availability lead contact further information and requests for resources and reagents should be directed to and will be fulfilled by the lead contact adam e.;     <section> data and code availability <section> d processed voltage imaging and behavior data have been deposited as matlab data files at zenodo and are publicly available as of the date of publication.;     <section> d all original code has been deposited at zenodo and is publicly available as of the date of publication.";"<section> data and code availability <section> d processed voltage imaging and behavior data have been deposited as matlab data files at zenodo and are publicly available as of the date of publication.";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"10.5281/zenodo.5792258";"Zenodo";"yes";"NULL";"2022";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"1";"NULL";"Datasets are shared in xlsx, roi (python) and tif(image) file formats";"unsure";"NULL";"yes";"NULL";"open_data";"Shared datasets fulfills the open data criteria.";"NULL";"NULL";"true";"false"
1312;"SophieWozniak";"10.3390/v14020337";"10.3390+v14020337.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> data availability statement: the data presented in this study are openly available in genbank (https: //www.ncbi.nlm.nih.gov/genbank/ accessed on 31 january 2022) accession number ol956935.";"";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/nuccore/OL956935";"NCBI Nucleotide (Nuccore)";"yes";"NULL";"2022 (Titel has 2018 in it but it seems like it was published in 2022)";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1300;"SophieWozniak";"10.3389/fbioe.2022.1042711";"10.3389+fbioe.2022.1042711.txt";"TRUE";"field-specific repository, upon request";"FALSE";"FALSE";"<section> data availability statement the mass spectrometry proteomics dataset presented in this study can be found in an online repository: the name of the repository and accession number can be found below: https:// www.ebi.ac.uk/pride/archive/ pxd036659.";"";"yes";"NULL";"yes";"Data availability statement  The mass spectrometry proteomics dataset presented in this study can be found in an online repository. The name of the repository and accession number can be found below: https://www.ebi.ac.uk/pride/archive/, PXD036659. The raw imaging dataset presented in this study will be made available by the authors upon reasonable request.";"yes";"NULL";"yes";"NULL";"https://www.ebi.ac.uk/pride/archive/projects/PXD036659";"Pride Archive ProteomeXchange Consortium";"yes";"NULL";"2022";"yes";"NULL";"CC0";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1299;"SophieWozniak";"10.2807/1560-7917.es.2019.24.27.1900394";"10.2807+1560-7917.es.2019.24.27.1900394.txt";"TRUE";"field-specific repository, re-use";"TRUE";"FALSE";"<section> mh158417_alongshan_virus_china amino acid sequences of all available tree was constructed using the bayesian accession number of the strains sequenced      <section> complete genome sequences of all available tick-borne jmtv-like viruses were downloaded from genbank (accessed june 2019).";"";"yes";"We found another positive tick from a neighbouring Kuutsalo island in the Kotka archipelago, and obtained the full genome using next-generation sequencing. The viruses (GenBank accession numbers MN107153 to MN107160)";"no_statement_no_data";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/nuccore/MN107160";"GenBank";"yes";"NULL";"2019";"no";"NULL";"NULL";"own_open_data";"since paper was release in 2019, 2019 shouldn't be too old";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1297;"SophieWozniak";"10.2196/38977";"10.2196+38977.txt";"FALSE";"re-use";"TRUE";"FALSE";"<section> this analysis builds on data collected in a previous study by schmieding et al [23] which was made available in a public open data repository [24].";"";"yes";"This analysis builds on data collected in a previous study by Schmieding et al [23], which was made available in a public open data repository [24]. ";"no_statement_no_data";"NULL";"yes";"Schmieding ML, Mörgeli R, Schmieding MAL, Feufel MA, Balzer F. Data set supplementing “Benchmarking triage capability of symptom checkers against that of medical laypersons: survey study”. Zenodo. 2021.   URL: https://zenodo.org/record/4454538#.YyCACXZBzIU [accessed 2022-09-13]";"yes";"NULL";"https://zenodo.org/badge/DOI/10.5281/zenodo.4454538.svg)](https://doi.org/10.5281/zenodo.4454538";"Zenodo";"yes";"NULL";"2021";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1295;"SophieWozniak";"10.1371/journal.pone.0266204";"10.1371+journal.pone.0266204.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"<section> data availability statement: data are available at https://osf.io/e95dh/.";"";"yes";"NULL";"yes";"Data Availability: Data are available at https://osf.io/e95dh/.";"yes";"NULL";"yes";"NULL";"https://doi.org/10.17605/OSF.IO/E95DH";"Open Science Framework (OSF)";"yes";"NULL";"2021";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"csv";"NULL";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1294;"SophieWozniak";"10.1371/journal.pone.0233789";"10.1371+journal.pone.0233789.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> data availability statement: raw sequencing data has been uploaded in the gene expression omnibus (geo) repository and is publicly available under the record number gse135690.    xlsx) <section> s1 raw data s1 table. full list of 41 differentially expressed genes in tumor tissue. <section> (xlsx";"";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE135690";"Gene Expression Omnibus (GEO)";"yes";"NULL";"2020";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"tar of txt";"NULL";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1292;"SophieWozniak";"10.1371/journal.pcbi.1008068";"10.1371+journal.pcbi.1008068.txt";"TRUE";"general-purpose repository, github";"FALSE";"TRUE";"<section> data availability statement: the full raw dataset can be found at: https://osf.io/83pgq/ with doi 17605/osf.io/83pgq the analysis and modeling code can be found at: https://github.com/ samgijsen/surpriseinsomesthesis. <section> data availability statement: the full raw dataset can be found at: https://osf.io/83pgq/ with doi 17605/osf.io/83pgq the analysis and modeling code can be found at: https://github.com/ samgijsen/surpriseinsomesthesis.";"<section> data availability statement: the full raw dataset can be found at: https://osf.io/83pgq/ with doi 17605/osf.io/83pgq the analysis and modeling code can be found at: https://github.com/ samgijsen/surpriseinsomesthesis.";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"";"https://doi.org/10.17605/OSF.IO/83PGQ";"Open Science Framework (OSF)";"yes";"NULL";"2021";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"tsv, .zip data is too big to download and check";"NULL";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1285;"SophieWozniak";"10.1172/jci.insight.149228";"10.1172+jci.insight.149228.txt";"FALSE";"re-use, unknown url";"TRUE";"FALSE";"we obtained counts of rgc for each retina through in situ immunofluorescence microscopy of retinal whole-mount stained against brn3a (1:200 santa cruz biotechnology inc. catalog sc-31984) as described previously (42).;     next-generation sequencing (scrna-seq) libraries were obtained for each time-point (6 and 25 dpi plus nonimmunized controls) using a chromium single cell 3? library and gel bead kit (10x genomics 120267) and a chromiumtm single cell a chip kit (10x genomics 1000009). a total of 280 cd11b + retinal cells at day 6 (n = 118 cells) and at day 25 according to their transcriptomic profile the full data set and raw data are accessible www.ncbi.nlm.nih.gov/geo/query/acc.cgi?";"";"yes";"NULL";"no_statement_no_data";"The full data set and raw data are accessible on Gene Expression Omnibus (GEO; GSE173378; https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173378).";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173378";"Gene Expression Omnibus (GEO)";"yes";"NULL";"2021";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"1";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"TAR (of MTX, TSV); MTX einfache Textdatei";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1280;"SophieWozniak";"10.1128/aac.01798-18";"10.1128+aac.01798-18.txt";"TRUE";"field-specific repository, supplement";"FALSE";"FALSE";"the sequence read sets were deposited in the european under the bioproject accession number prjeb27354.     supplemental file 1 xlsx";"";"yes";"NULL";"no_statement_no_data";"they do have an Accession number section";"yes";"NULL";"yes";"NULL";"https://www.ebi.ac.uk/ena/browser/text-search?query=prjeb27354";"European Nucleotide Archive";"yes";"NULL";"2018";"no";"NULL";"NULL";"own_open_data";"Forschungszentrum Brodel as contributer and at least one of the actors is from there; Paper was published 2019, so 2018 is not too old";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"fastq";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1279;"SophieWozniak";"10.1111/psyp.14015";"10.1111+psyp.14015.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"<section> data availability statement the dataset presented here is openly available at https:// doi.org/10.5281/zenodo.5233656.";"";"yes";"NULL";"yes";"DATA AVAILABILITY STATEMENT The dataset presented here is openly available at https:// doi.org/10.5281/zenodo.5233656.";"yes";"NULL";"yes";"NULL";"https://doi.org/10.5281/zenodo.5233656";"Zenodo";"yes";"NULL";"2021";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"1";"NULL";"txt; .tif; .eeg";"yes";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1275;"SophieWozniak";"10.1084/jem.20190896";"10.1084+jem.20190896.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> data availability proviral sequences have been deposited in genbank with the a accession nos. mn090187–mn090943.";"";"yes";"NULL";"yes";"Data availability Proviral sequences have been deposited in GenBank with the accession nos. MN090187–MN090943.";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/nuccore/MN090943";"GenBank";"yes";"NULL";"2020";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"FASTA";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1274;"SophieWozniak";"10.1074/mcp.ra119.001446";"10.1074+mcp.ra119.001446.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> data availability the datasets produced in this study are available in the following databases: protein quantification ms data: pride pxd012001 http://www.ebi.ac.uk/pride/archive/projects/pxd012001 annotated spectra: ms-viewer search key is 9vpxyp6xgq http://msviewer.ucsf.edu/prospector/cgi-bin/mssearch.cgi? report_title=msviewer&search_key=9vpxyp6xgq&search_name=msviewer";"";"yes";"NULL";"yes";"Data Availability The data sets produced in this study are available in the following databases: Protein quantification MS data: PRIDE PXD012001 http://www.ebi.ac.uk/pride/archive/projects/PXD012001,";"yes";"NULL";"yes";"NULL";"NULL";"PRoteomics IDEntifications Database";"yes";"NULL";"2019";"yes";"NULL";"CC0";"own_open_data";"paper was also published in 2019";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1268;"SophieWozniak";"10.1038/s41594-022-00783-x";"10.1038+s41594-022-00783-x.txt";"TRUE";"field-specific repository, general-purpose repository";"FALSE";"TRUE";"<section> data availability the collected bestrhodopsin and bestrhodopsin-related sequences as annotated genbank files alignments in fasta format metadata for searched data sources and species phylogeny data are available at https://doi.org/10.5281/zenodo.5119843.;     optimized nucleotide sequences of bestrhodopsin genes used for expression are available from genbank under accession numbers mz740266–mz740270.;     the cryo-em density map has been deposited in the electron microscopy data bank (emdb) under accession code emd-13485 and model coordinates have been deposited in the protein data bank (pdb) under accession no. 7pl9. <section> data availability the collected bestrhodopsin and bestrhodopsin-related sequences as annotated genbank files alignments in fasta format metadata for searched data sources and species phylogeny data are available at https://doi.org/10.5281/zenodo.5119843.;     <section> code availability <section> code used for bioinformatic analysis is deposited in github (https://github.com/ bejalab/rrb) and is available at https://doi.org/10.5281/zenodo.6409771.    raw data varied between data sources as indicated in supplementary data file 1";"<section> code availability <section> code used for bioinformatic analysis is deposited in github (https://github.com/ bejalab/rrb) and is available at https://doi.org/10.5281/zenodo.6409771.";"yes";"NULL";"yes";" metadata for searched data sources and species phylogeny data are available at https://doi.org/10.5281/zenodo.5119843.";"yes";"NULL";"yes";"NULL";"https://doi.org/10.5281/zenodo.5119843";"Zenodo";"yes";"NULL";"2012";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"1";"NULL";".fasta; .faa; .txt; .aln";"NULL";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1267;"SophieWozniak";"10.1038/s41590-021-01117-7";"10.1038+s41590-021-01117-7.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"<section> data availability the scrna-seq datasets generated in this study are available at https://doi. org/10.5281/zenodo.5722108 https://doi.org/10.5281/zenodo.5722170 https://doi. org/10.5281/zenodo.5722172 and https://doi.org/10.5281/zenodo.5711708.";"";"yes";"NULL";"yes";"The scRNA-seq datasets generated in this study are available at https://doi.org/10.5281/zenodo.5722108, https://doi.org/10.5281/zenodo.5722170, https://doi.org/10.5281/zenodo.5722172 and https://doi.org/10.5281/zenodo.5711708. ";"yes";"NULL";"yes";"NULL";"https://doi.org/10.5281/zenodo.5722108";"Zenodo";"yes";"NULL";"2021";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"tsv; csv; .bam";"NULL";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1264;"SophieWozniak";"10.1038/s41586-022-04597-1";"10.1038+s41586-022-04597-1.txt";"TRUE";"field-specific repository";"FALSE";"TRUE";"<section> data availability all viral sequences have been deposited in genbank with accession numbers om203551 to om209990 mt189273 to mt191008 and mw059111 to mw063083.";"<section> code availability <section> computer code to process viral sequences is available at github: <section> https://github.com/stratust/dihiva.";"yes";"NULL";"yes";"All viral sequences have been deposited in GenBank with accession numbers OM203551 to OM209990, MT189273 to MT191008 and MW059111 to MW063083.";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/nuccore/OM203551.1/";"GenBank";"yes";"NULL";"2022";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1263;"SophieWozniak";"10.1038/s41586-021-03324-6";"10.1038+s41586-021-03324-6.txt";"TRUE";"field-specific repository, github";"FALSE";"TRUE";"cryo-em maps associated with data reported in this article have been deposited in the electron microscopy data bank (emdb) (https://www.ebi.ac.uk/pdbe/emdb/) under accession codes emd-23393 (c601–s) emd-23394 (c603–s) emd-23395 (c643–s) emd-23396 (c663–s) emd-23397 (c666–s) emd-23398 (c669–s) and emd-23399 (c670–s).  the raw sequencing data and computer scripts associated with fig. 2 have been deposited at https://github.com/stratust/igpipeline.";"the raw sequencing data and computer scripts associated with fig. 2 have been deposited at https://github.com/stratust/igpipeline.;     <section> code availability <section> the computer code used to process the antibody sequences is available at https://github.com/stratust/igpipeline.";"yes";"NULL";"yes";"Cryo-EM maps associated with data reported in this Article have been deposited in the Electron Microscopy Data Bank (EMDB) (https://www.ebi.ac.uk/pdbe/emdb/) under accession codes EMD-23393 (C601–S), EMD-23394 (C603–S), EMD-23395 (C643–S), EMD-23396 (C663–S), EMD-23397 (C666–S), EMD-23398 (C669–S) and EMD-23399 (C670–S).";"yes";"NULL";"yes";"NULL";"https://www.ebi.ac.uk/emdb/EMD-23393";"The Electron Microscopy Data Bank";"yes";"NULL";"2021";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"0";"1";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";".xml; .map.gz";"yes";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1252;"SophieWozniak";"10.1016/j.redox.2020.101448";"10.1016+j.redox.2020.101448.txt";"TRUE";"field-specific repository, re-use";"TRUE";"FALSE";"the datasets generated for this study can be found in the ncbi's gene expression omnibus geo series accession number gse144118.      c. elegans strains used in this work were provided by the caenorhabditis genetics centre (univ. of minnesota usa) which is funded by nih office of research infrastructure programs (p40 od010440).";"";"yes";"NULL";"yes_statement_no_data";"The datasets generated for this study can be found in the NCBI's Gene Expression Omnibus, GEO Series accession number GSE144118.";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144118";"Gene Expression Omnibus (GEO)";"yes";"NULL";"2020";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"xls";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1315;"SophieWozniak";"10.4049/jimmunol.2100225";"10.4049+jimmunol.2100225.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> data availability sequencing data have been deposited in the sequence read archive (https:// www.ncbi.nlm.nih.gov/bioproject/prjna738368/) under accession number prjna738368.";"";"yes";"NULL";"yes";"Data availability Sequencing data have been deposited in the Sequence Read Archive (https://www.ncbi.nlm.nih.gov/bioproject/PRJNA738368/) under accession number PRJNA738368.";"yes";"within the BioProject is a Link to GEO, where the Data is";"yes";"https://www.ncbi.nlm.nih.gov/bioproject/PRJNA738368/";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182038";"Gene Expression Omnibus (GEO)";"yes";"on GEO; no download found within BioProject";"2021 (on GEO)";"no";"NULL";"NULL";"own_open_data";"clear via GEO";"yes";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"tar of tsv";"NULL";"NULL";"replication";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
1283;"SophieWozniak";"10.1152/ajprenal.00610.2020";"10.1152+ajprenal.00610.2020.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> data availability the primary data for scrnaseq are available to download from the gene expression omnibus (geo) at https://www. ncbi.nlm.nih.gov/geo/query/acc.cgi? acc=gse162031.";"";"yes";"NULL";"yes";"Data Availability The primary data for scRNAseq are available to download from the Gene Expression Omnibus (GEO) at https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162031";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162031";"Gene Expression Omnibus (GEO)";"yes";"NULL";"2021";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"CSV";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false"
