doi,pmid,e_pub_year
10.1159/000505501,32110655,2020
10.1159/000505500,32110653,2020
10.2147/NDT.S225643,32110026,2020
10.1016/j.cyto.2020.155044,32109722,2020
10.1210/clinem/dgz313,32108902,2020
10.1097/RLU.0000000000002960,32108697,2020
10.1002/dta.2784,32108447,2020
10.1038/s41598-020-60594-2,32108156,2020
10.1038/s41598-020-59823-5,32108136,2020
10.1177/1073274820903383,32107932,2020
10.1007/s12024-020-00222-7,32107729,2020
10.1186/s41181-020-0091-2,32107654,2020
10.1007/s00213-020-05488-x,32107571,2020
10.1038/s41598-020-60162-8,32107402,2020
10.3390/ijms21051567,32106593,2020
10.3390/cancers12030526,32106398,2020
10.1055/a-1086-5191,32106328,2020
10.1055/a-1108-1892,32106325,2020
10.1371/journal.pone.0229661,32106231,2020
10.1016/j.ijnurstu.2019.103437,32105975,2020
10.1016/j.bjid.2020.01.004,32105621,2020
,32105591,2020
10.1002/bem.22256,32104921,2020
10.1245/s10434-020-08258-3,32103419,2020
10.1038/s41467-020-14782-3,32103006,2020
10.1172/jci.insight.133093,32102987,2020
10.1128/CMR.00057-19,32102900,2020
10.1016/j.oooo.2019.10.008,32102764,2020
10.3390/molecules25040999,32102309,2020
10.1055/a-1033-7304,32102102,2020
10.1055/a-1011-4232,32102100,2020
10.1055/a-1041-3225,32102098,2020
10.1097/ALN.0000000000003149,32101978,2020
10.1097/MAT.0000000000001131,32101886,2020
10.1002/cpp.2437,32100357,2020
10.1007/s10029-020-02143-4,32100213,2020
10.1007/s00262-019-02470-1,32100075,2020
10.1038/s41598-020-60311-z,32099001,2020
10.1212/NXI.0000000000000692,32098866,2020
10.1136/rmdopen-2019-001095,32098857,2020
10.3390/ijerph17041401,32098117,2020
10.11152/mu-2421,32096792,2020
10.1177/1526602820907917,32096451,2020
10.1177/1526602820908602,32096435,2020
10.1038/s41569-020-0341-8,32094693,2020
10.1038/s41598-020-59842-2,32094414,2020
10.1038/s41598-020-60064-9,32094363,2020
10.1136/annrheumdis-2019-216819,32094157,2020
10.1161/CIRCINTERVENTIONS.119.008657,32093514,2020
10.3390/nano10020368,32093242,2020
10.3390/cancers12020483,32092946,2020
10.1016/j.tranon.2020.01.003,32092672,2020
10.1016/j.exer.2020.107985,32092287,2020
10.1371/journal.ppat.1008263,32092125,2020
10.1371/journal.pone.0229260,32092116,2020
10.2174/1567205017666200224120926,32091331,2020
10.1111/pace.13891,32091133,2020
10.1016/j.jad.2020.01.032,32090765,2020
10.1007/s00402-020-03380-z,32090290,2020
10.1093/schbul/sbaa003,32090246,2020
10.1155/2020/4208189,32090091,2020
10.1177/0885066620906795,32089041,2020
10.1177/0333102420908875,32088969,2020
10.1159/000506275,32088716,2020
10.1016/j.pbb.2020.172877,32088361,2020
10.1186/s12888-020-02488-1,32087718,2020
10.1186/s12974-020-1722-y,32087716,2020
10.1016/j.resuscitation.2020.01.039,32087257,2020
10.1016/j.jviromet.2020.113839,32087189,2020
10.1016/S1473-3099(19)30626-7,32087113,2020
10.1111/all.14247,32087032,2020
10.1007/s10029-020-02138-1,32086633,2020
10.1007/s00701-020-04264-2,32086604,2020
10.1007/s00330-020-06726-8,32086574,2020
10.1681/ASN.2019060599,32086277,2020
10.1016/j.redox.2020.101461,32086165,2020
10.1016/j.stem.2020.01.019,32084388,2020
10.1016/j.cell.2020.01.024,32084339,2020
10.1371/journal.pone.0229325,32084207,2020
10.1371/journal.pone.0229229,32084203,2020
10.1371/journal.pone.0228538,32084153,2020
10.1371/journal.pntd.0007858,32084134,2020
10.1111/tmi.13384,32083787,2020
10.1089/cap.2019.0138,32083495,2020
10.1016/j.jaci.2020.02.001,32081759,2020
10.1016/j.ijcard.2020.02.003,32081470,2020
10.1016/j.jcin.2019.10.048,32081241,2020
10.1038/s41598-020-59942-z,32080281,2020
10.1038/s41467-020-14777-0,32080185,2020
10.1097/MD.0000000000019119,32080086,2020
10.1126/science.aba2754,32079760,2020
10.1055/a-1112-8283,32079032,2020
10.1007/s00103-020-03102-1,32078705,2020
10.1161/STROKEAHA.119.028323,32078461,2020
10.1002/ejhf.1757,32078214,2020
10.1002/nbm.4274,32078208,2020
10.1111/cea.13590,32078204,2020
10.1111/jdv.16309,32078192,2020
10.1007/s00059-020-04897-0,32077981,2020
10.7554/eLife.51032,32077852,2020
10.1002/mabi.201900364,32077631,2020
10.1111/echo.14612,32077524,2020
10.4193/Rhin20.600,32077450,2020
10.4193/Rhin19.318,32077449,2020
10.1007/s00432-020-03139-4,32076823,2020
10.1007/s00115-020-00874-4,32076760,2020
10.1126/sciadv.aay0187,32076642,2020
10.1038/s41584-020-0370-z,32076129,2020
10.1038/s41598-020-59890-8,32076081,2020
10.1016/j.celrep.2020.01.079,32075774,2020
10.1016/j.celrep.2020.01.070,32075763,2020
10.1016/j.celrep.2020.01.044,32075757,2020
10.3390/ijms21041313,32075290,2020
10.1055/a-1103-1661,32074660,2020
10.1001/jamapsychiatry.2019.4971,32074255,2020
10.1093/rheumatology/keaa049,32073630,2020
10.1097/HJH.0000000000002382,32073535,2020
10.7554/eLife.51156,32073397,2020
10.1021/acs.biochem.0c00053,32073262,2020
10.1111/jce.14398,32072692,2020
10.1007/s00702-020-02155-5,32072336,2020
10.1007/s00103-020-03100-3,32072217,2020
10.1007/s00063-020-00657-4,32072195,2020
10.1038/s41393-020-0435-5,32071433,2020
10.3390/jcm9020508,32069840,2020
10.1515/cclm-2019-1001,32069224,2020
10.1111/apa.15235,32068917,2020
10.1097/MAO.0000000000002590,32068692,2020
10.1097/HCO.0000000000000722,32068615,2020
10.1016/j.antiviral.2020.104733,32068071,2020
10.1016/j.cardfail.2020.02.001,32068002,2020
10.1016/j.annonc.2019.11.011,32067684,2020
10.1002/jcsm.12537,32067370,2020
10.1002/hbm.24940,32067281,2020
10.1002/hon.2697,32067259,2020
10.1007/s00062-020-00880-8,32067055,2020
10.1038/s41467-020-14700-7,32066735,2020
10.1186/s13756-020-0696-y,32066506,2020
10.1186/s12967-020-02257-4,32066455,2020
10.1186/s12933-020-0993-z,32066445,2020
10.1002/eji.201948474,32065660,2020
10.1007/s00705-020-04555-0,32065315,2020
10.1111/irv.12729,32064773,2020
10.1111/adb.12880,32064741,2020
10.1111/all.14234,32064643,2020
10.1007/s00330-020-06672-5,32064565,2020
10.1038/s41416-020-0751-8,32063604,2020
10.1016/j.jpor.2020.01.005,32063531,2020
10.1016/j.prosdent.2019.11.011,32063385,2020
10.1177/0896860819896148,32063215,2020
10.1080/1354750X.2020.1727015,32063068,2020
10.2196/17250,32062595,2020
10.1016/j.msard.2020.101965,32062443,2020
10.1016/j.neuropsychologia.2020.107384,32061830,2020
10.1016/j.orcp.2020.01.007,32061582,2020
10.1093/infdis/jiaa052,32061172,2020
10.1007/s00066-020-01591-2,32060583,2020
10.1007/s00106-019-00798-9,32060570,2020
10.1038/s41596-019-0288-6,32060492,2020
10.1523/JNEUROSCI.1458-19.2020,32060170,2020
10.1016/S1474-4422(19)30391-6,32059809,2020
10.1186/s12929-020-0623-9,32059667,2020
10.3390/ijms21041224,32059383,2020
10.2196/14661,32058976,2020
10.1016/j.isci.2020.100841,32058955,2020
10.1016/j.colsurfb.2020.110853,32058256,2020
10.1016/j.bone.2020.115264,32058019,2020
10.1016/j.arthro.2020.01.046,32057982,2020
10.1016/j.jgo.2020.02.001,32057720,2020
10.1016/j.clgc.2019.12.019,32057714,2020
10.1016/j.jad.2020.01.107,32056952,2020
10.1016/j.jad.2020.01.058,32056951,2020
10.1080/14737175.2020.1730816,32056462,2020
10.1007/s10554-020-01775-y,32056087,2020
10.1007/s00415-020-09745-z,32055996,2020
10.1007/s00103-020-03099-7,32055903,2020
10.1038/s41388-020-1198-3,32055024,2020
10.1038/s41431-020-0586-z,32055015,2020
10.1038/s41598-020-59393-6,32054907,2020
10.1038/s41389-020-0201-8,32054826,2020
10.1177/0271678X20904687,32054373,2020
10.3390/ijms21041209,32054130,2020
10.1055/a-1076-8078,32053834,2020
10.1371/journal.pone.0228736,32053651,2020
10.1093/cvr/cvaa004,32053144,2020
10.2196/15488,32053113,2020
10.1099/jgv.0.001395,32053093,2020
10.1002/hep.31177,32052857,2020
10.1093/eurheartj/ehz962,32052833,2020
10.3758/s13428-019-01294-2,32052352,2020
10.1007/s00391-020-01700-x,32052186,2020
10.1186/s12872-020-01349-9,32050904,2020
10.1080/17460441.2020.1724954,32050816,2020
10.3390/ijms21031162,32050556,2020
10.3390/ijerph17031097,32050478,2020
10.1091/mbc.E19-09-0515,32049575,2020
10.1080/14787210.2020.1729740,32049563,2020
10.1002/jcsm.12552,32049447,2020
10.1093/eurheartj/ehaa036,32049283,2020
10.15252/emmm.201910264,32048461,2020
10.1007/s00103-020-03093-z,32047976,2020
10.1007/s00103-020-03094-y,32047975,2020
10.1177/2055217320903474,32047645,2020
10.3205/000277,32047416,2020
10.1038/s41467-019-14202-1,32047148,2020
10.2807/1560-7917.ES.2020.25.6.2000082,32046815,2020
10.1186/s12969-019-0396-4,32046749,2020
10.1186/s12911-020-1041-3,32046701,2020
10.1089/ten.TEA.2019.0310,32046626,2020
10.1055/s-0040-1701624,32045942,2020
10.1159/000505839,32045923,2020
10.1016/j.nicl.2020.102202,32045732,2020
10.1371/journal.pbio.3000576,32045410,2020
10.1016/j.jpainsymman.2020.01.018,32044425,2020
10.1002/ajh.25753,32043619,2020
10.1523/JNEUROSCI.2310-19.2020,32041897,2020
10.1186/s13049-020-0707-2,32041639,2020
10.1186/s12888-020-2460-5,32041560,2020
10.3390/nu12020420,32041106,2020
10.1055/a-1079-5905,32040975,2020
10.1007/s11605-019-04511-7,32040809,2020
10.1007/s00393-019-00743-9,32040755,2020
10.1007/s00415-020-09740-4,32040710,2020
10.1007/s00508-020-01614-z,32040621,2020
10.1177/0363546519900896,32040343,2020
10.1002/JLB.3AB0120-532R,32040234,2020
10.3233/CH-190764,32039837,2020
10.7554/eLife.52549,32039762,2020
10.1002/1878-0261.12648,32037720,2020
10.1093/ecco-jcc/jjz138,32037453,2020
10.1016/j.knee.2020.01.009,32037234,2020
10.1007/s11262-020-01735-7,32036540,2020
10.1016/j.ceb.2020.01.003,32036200,2020
10.1016/j.neuroimage.2020.116601,32036019,2020
10.1016/j.jchf.2019.11.005,32035890,2020
10.1016/j.neuroimage.2020.116599,32035185,2020
10.1111/bjd.18943,32034956,2020
10.1111/fcp.12543,32034805,2020
10.1007/s00103-020-03098-8,32034444,2020
10.1007/s00103-020-03097-9,32034443,2020
10.1210/clinem/dgaa065,32034419,2020
10.1038/s41584-020-0372-x,32034323,2020
10.1038/s41375-020-0724-1,32034285,2020
10.1038/s41598-020-58668-2,32034223,2020
10.1136/annrheumdis-2019-216653,32033941,2020
10.1136/annrheumdis-2019-216656,32033937,2020
10.3390/cancers12020359,32033200,2020
10.3390/vaccines8010067,32033104,2020
10.1016/j.msard.2020.101960,32032843,2020
10.1007/s10459-020-09956-z,32030571,2020
10.1007/s00415-020-09730-6,32030521,2020
10.1038/s41588-019-0573-x,32029921,2020
10.1038/s41598-020-58875-x,32029816,2020
10.1136/bmjopen-2019-034551,32029497,2020
10.1136/bmjopen-2019-033228,32029487,2020
10.1016/j.tig.2020.01.006,32029288,2020
10.1186/s12889-020-8296-6,32028928,2020
10.1097/RLI.0000000000000653,32028297,2020
10.1016/j.psyneuen.2020.104589,32028083,2020
10.1016/j.neuron.2020.01.008,32027825,2020
10.1111/ddg.14026_g,32026649,2020
10.1111/ddg.14026,32026639,2020
10.1007/s11096-020-00976-8,32026355,2020
10.1186/s13244-019-0803-x,32025985,2020
10.1007/s00392-019-01593-w,32025793,2020
10.1038/s41588-019-0558-9,32025001,2020
10.1038/s41598-020-58853-3,32024926,2020
10.1038/s41598-020-58213-1,32024865,2020
10.1136/bmjopen-2019-032864,32024788,2020
10.1128/mSphere.00915-19,32024703,2020
10.1186/s12874-020-0916-4,32024478,2020
10.3390/ijms21030950,32023913,2020
10.1093/neuros/nyaa001,32023343,2020
10.1177/0022034520901738,32023135,2020
10.1177/2380084420904928,32023133,2020
10.1152/ajplung.00476.2019,32023082,2020
10.1001/jamadermatol.2019.4835,32022846,2020
10.1097/ACO.0000000000000836,32022729,2020
10.2147/CLEP.S233197,32021471,2020
10.2147/NDT.S198772,32021202,2020
10.1007/s00103-020-03096-w,32020361,2020
10.1007/s00381-020-04523-8,32020269,2020
10.1007/s00108-020-00751-x,32020262,2020
10.1007/s00262-020-02490-2,32020256,2020
10.1007/s00204-020-02654-0,32020249,2020
10.1186/s13104-020-4919-3,32019577,2020
10.4143/crt.2019.497,32019278,2020
10.3390/nu12020365,32019211,2020
10.3390/ijerph17030863,32019086,2020
10.1055/a-1071-8322,32018315,2020
10.1055/a-0952-6385,32018293,2020
10.1055/a-0851-5200,32018291,2020
10.1016/j.psyneuen.2020.104585,32018119,2020
10.1111/pai.13165,32017213,2020
10.1111/bjh.16462,32017044,2020
10.1111/bjd.18867,32017032,2020
10.1007/s00132-020-03872-1,32016498,2020
10.1038/s41598-020-58384-x,32015442,2020
10.1128/AAC.02494-19,32015035,2020
10.2196/12665,32014845,2020
10.1016/j.nicl.2020.102177,32014828,2020
10.1016/j.envres.2020.109181,32014649,2020
10.1016/j.jaip.2020.01.045,32014613,2020
10.1186/s12931-020-1305-6,32013976,2020
10.1186/s12894-019-0542-9,32013938,2020
10.3390/ijms21030865,32013232,2020
10.3390/nu12020340,32013045,2020
10.3390/ijms21030851,32013006,2020
10.3390/cancers12020304,32012890,2020
10.3390/molecules25030549,32012786,2020
10.3390/pathogens9020083,32012758,2020
10.1063/1.5121412,32012615,2020
10.1111/cei.13423,32012235,2020
10.1371/journal.pcbi.1007616,32012148,2020
10.1080/09546634.2020.1716932,32011917,2020
10.1097/ALN.0000000000003127,32011337,2020
10.7554/eLife.48401,32011232,2020
10.1111/jth.14757,32011092,2020
10.1002/ijc.32897,32010957,2020
10.4168/aair.2020.12.2.238,32009320,2020
10.1111/tbed.13499,32009301,2020
10.15252/embj.2019104013,32009247,2020
10.1007/s00441-020-03172-2,32009189,2020
10.1016/S1470-2045(19)30729-6,32007196,2020
10.1007/s40264-020-00904-9,32006348,2020
10.1007/s12265-020-09957-8,32006209,2020
10.1007/s00246-020-02291-5,32006084,2020
10.1038/s41374-020-0372-0,32005909,2020
10.1038/s41467-020-14466-y,32005867,2020
10.1186/s13018-020-1549-3,32005193,2020
10.1016/S2352-4642(19)30424-9,32004497,2020
10.1016/S2352-3026(19)30256-X,32004485,2020
10.1371/journal.pone.0228292,32004345,2020
10.1371/journal.pone.0228017,32004331,2020
10.1002/mrm.28174,32003506,2020
10.1002/ehf2.12605,32003157,2020
10.15252/embr.201948530,32003148,2020
10.1111/jdv.16250,32003071,2020
10.1007/s10439-020-02465-5,32002734,2020
10.1007/s10006-020-00829-8,32002693,2020
10.1007/s00330-019-06602-0,32002640,2020
10.1007/s00392-020-01598-w,32002631,2020
10.1007/s00423-019-01850-6,32002628,2020
10.1126/science.aax5863,32001657,2020
10.1136/gutjnl-2018-317856,32001555,2020
10.1016/j.ultrasmedbio.2019.12.019,32001088,2020
10.1186/s12859-020-3364-6,32000657,2020
10.1161/JAHA.119.013702,32000566,2020
10.23736/S0375-9393.20.13903-8,32000470,2020
10.1111/ene.14150,31999855,2020
10.1371/journal.pone.0228037,31999776,2020
10.1093/cvr/cvaa023,31999329,2020
10.1177/0886260520903130,31999215,2020
10.1093/eurpub/ckz244,31998959,2020
10.1007/s00701-020-04228-6,31997071,2020
10.1007/s00404-020-05440-6,31997051,2020
10.1007/s00347-020-01042-4,31996997,2020
10.1007/s00106-020-00819-y,31996933,2020
10.1093/ons/opaa009,31996922,2020
10.1172/jci.insight.123294,31996485,2020
10.1136/ijgc-2019-000976,31996397,2020
10.1186/s12885-020-6551-y,31996176,2020
10.1080/21505594.2020.1713690,31996090,2020
10.1111/all.14204,31995656,2020
10.1152/ajplung.00287.2019,31994896,2020
10.1177/1932296819900258,31994414,2020
10.1002/cam4.2881,31994315,2020
10.1055/a-1015-6869,31994155,2020
10.1055/a-1085-2645,31994154,2020
10.1007/s00464-019-07351-3,31993818,2020
10.1038/s41598-020-58248-4,31992800,2020
10.1016/j.jocn.2019.12.030,31992513,2020
10.2807/1560-7917.ES.2020.25.3.1900765,31992392,2020
10.2807/1560-7917.ES.2020.25.3.2000045,31992387,2020
10.3390/ma13030562,31991565,2020
10.1016/j.jprot.2020.103670,31991189,2020
10.1002/ehf2.12598,31991063,2020
10.1371/journal.pone.0227355,31990937,2020
10.1080/00365521.2020.1718747,31990240,2020
10.1007/s12550-019-00384-6,31989413,2020
10.1007/s00115-020-00876-2,31989210,2020
10.1186/s13017-020-0290-x,31988652,2020
10.3748/wjg.v26.i3.279,31988589,2020
10.1038/s41598-020-58128-x,31988389,2020
10.1242/bio.044222,31988093,2020
10.1016/j.jhep.2020.01.011,31987990,2020
10.1016/j.drudis.2020.01.011,31987937,2020
10.1016/j.jcms.2020.01.005,31987715,2020
10.1016/j.ad.2019.11.003,31987469,2020
10.1371/journal.pone.0227178,31986162,2020
10.1097/RLI.0000000000000638,31985600,2020
10.1172/JCI129209,31985488,2020
10.1080/00224499.2019.1703130,31985272,2020
10.1111/ddg.14013_g,31985151,2020
10.1002/ehf2.12606,31984661,2020
10.1111/tri.13582,31984577,2020
10.1007/s40261-020-00886-7,31983056,2020
10.1016/j.jpain.2020.01.002,31982686,2020
10.1016/j.ejca.2019.12.017,31982633,2020
10.1016/j.tibtech.2019.12.009,31982150,2020
10.1016/j.jbiomech.2020.109631,31982109,2020
10.1016/S2352-3026(19)30207-8,31982039,2020
10.1016/j.jpsychires.2020.01.002,31981856,2020
10.1111/clr.13581,31981374,2020
10.14814/phy2.14332,31981323,2020
10.1016/j.jaut.2019.102400,31980337,2020
10.1080/01677063.2019.1710146,31980003,2020
10.3390/cells9020281,31979271,2020
10.1016/j.jmb.2020.01.014,31978397,2020
10.1371/journal.pone.0227772,31978169,2020
10.1371/journal.pone.0227955,31978086,2020
10.1097/RLI.0000000000000620,31977601,2020
10.1097/HJH.0000000000002353,31977574,2020
10.1097/HJH.0000000000002351,31977573,2020
10.1097/CAD.0000000000000909,31977567,2020
10.1016/j.jacc.2019.11.032,31976869,2020
10.1007/s11064-020-02961-z,31974933,2020
10.1007/s10903-019-00968-5,31974927,2020
10.1007/s10439-020-02459-3,31974870,2020
10.1136/bmjopen-2019-034666,31974090,2020
10.3174/ajnr.A6394,31974079,2020
10.1177/1120672120902033,31973551,2020
10.1182/blood.2019002499,31971569,2020
10.1080/08880018.2019.1710309,31971470,2020
10.1007/s00062-019-00874-1,31970465,2020
10.1093/rheumatology/kez664,31970410,2020
10.1093/rheumatology/kez672,31970405,2020
10.1038/s41598-020-57700-9,31969629,2020
10.1038/s41598-020-57725-0,31969597,2020
10.1038/s41419-020-2239-0,31969555,2020
10.1136/bmjopen-2019-029346,31969359,2020
10.1136/annrheumdis-2019-216655,31969328,2020
10.1080/02656736.2019.1710270,31969039,2020
10.3390/microorganisms8010142,31968636,2020
10.3390/v12010122,31968537,2020
10.1055/a-1096-6585,31968358,2020
10.1080/01677063.2020.1712597,31965876,2020
10.1007/s10875-019-00728-y,31965418,2020
10.1186/s41687-020-0173-7,31965364,2020
10.1007/s00414-019-02236-5,31965236,2020
10.1038/s41598-020-57859-1,31965024,2020
10.1038/s41598-020-57648-w,31964962,2020
10.1038/s41598-020-57524-7,31964937,2020
10.1038/s41467-019-13960-2,31964861,2020
10.1016/j.jvs.2019.10.089,31964573,2020
10.1186/s12877-020-1430-6,31964342,2020
10.1161/STROKEAHA.119.027512,31964288,2020
10.1080/22221751.2020.1713705,31964246,2020
10.3390/ma13020466,31963725,2020
10.3390/ijms21020593,31963350,2020
10.1016/j.resuscitation.2019.11.031,31962179,2020
10.1111/1471-0528.16108,31961463,2020
10.1096/fj.201901511R,31961019,2020
10.1007/s11934-020-0956-7,31960193,2020
10.1038/s41588-019-0567-8,31959995,2020
10.1016/j.alit.2019.12.009,31959500,2020
10.1186/s12916-019-1478-3,31959160,2020
10.1055/a-1069-2474,31958869,2020
10.1159/000505201,31958788,2020
10.1016/j.ijantimicag.2020.105904,31958506,2020
10.1016/j.joca.2019.12.011,31958497,2020
10.1016/j.jim.2020.112744,31958450,2020
10.1053/j.gastro.2020.01.024,31958431,2020
10.1136/rmdopen-2017-000536,31958273,2020
10.1136/bmjresp-2019-000501,31958272,2020
10.1177/1971400919890099,31957551,2020
10.1161/CIRCHEARTFAILURE.119.006155,31957469,2020
10.1186/s40345-019-0165-9,31956923,2020
10.1016/j.stem.2019.12.007,31956040,2020
10.1016/j.trre.2020.100531,31955920,2020
10.1186/s12968-019-0595-7,31955712,2020
10.1177/1747493019895654,31955706,2020
10.1111/jch.13808,31955495,2020
10.1111/nan.12598,31955441,2020
10.1007/s11136-020-02418-4,31955375,2020
10.1007/s11136-020-02421-9,31955374,2020
10.1016/j.actbio.2020.01.010,31954936,2020
10.1016/j.jcin.2019.10.058,31954676,2020
10.1016/j.jcmg.2019.11.018,31954648,2020
10.1016/j.mayocp.2019.11.026,31954524,2020
10.1016/S0140-6736(19)32989-7,31954465,2020
10.1002/ana.25680,31953863,2020
10.1002/ijgo.13099,31953838,2020
10.1007/s00330-019-06576-z,31953666,2020
10.1038/s41467-019-14175-1,31953384,2020
10.1016/j.arthro.2019.12.024,31953193,2020
10.1093/rheumatology/kez623,31951278,2020
10.4244/EIJV15I13A207,31951209,2020
10.1111/ddg.14013,31951098,2020
10.1002/ejhf.1716,31950604,2020
10.1007/s00401-019-02120-x,31950335,2020
10.1007/s10554-020-01767-y,31950298,2020
10.1007/s00508-019-01600-0,31950250,2020
10.1093/nar/gkz1238,31950173,2020
10.1038/s41598-019-56698-z,31949174,2020
10.12659/AOT.918456,31949125,2020
10.1161/CIRCULATIONAHA.119.042559,31948273,2020
10.3390/ijerph17010341,31947836,2020
10.1002/jor.24591,31944372,2020
10.1111/liv.14377,31943701,2020
10.1002/hep.31108,31943293,2020
10.1002/ijc.32868,31943160,2020
10.1093/hmg/ddaa006,31943020,2020
10.1038/s41598-019-56923-9,31941972,2020
10.3390/jcm9010210,31940959,2020
10.3390/ijms21020479,31940889,2020
10.3390/cells9010186,31940779,2020
10.3390/ijms21020463,31940750,2020
10.1055/a-1069-7742,31940679,2020
10.1016/j.celrep.2019.12.035,31940485,2020
10.1177/0363546519897892,31940214,2020
10.1038/s41416-019-0719-8,31937923,2020
10.1038/s41598-019-57076-5,31937834,2020
10.1038/s41598-019-57108-0,31937830,2020
10.1098/rspb.2019.2228,31937224,2020
10.3390/jcm9010160,31936060,2020
10.3390/ijms21020373,31936044,2020
10.1055/s-0039-1698397,31935787,2020
10.1055/a-1068-9331,31935779,2020
10.1055/a-1057-3411,31935755,2020
10.1007/s00268-019-05347-7,31933040,2020
10.1007/s00432-019-03121-9,31932909,2020
10.1007/s00432-019-03118-4,31932908,2020
10.1007/s00063-019-00645-3,31932851,2020
10.1038/s41596-019-0251-6,31932775,2020
10.1038/s41440-019-0389-1,31932643,2020
10.1158/1078-0432.CCR-19-1954,31932495,2020
10.1158/0008-5472.CAN-19-1493,31932457,2020
10.1016/j.zefq.2019.12.002,31932253,2020
10.1016/j.jdent.2020.103277,31931026,2020
10.1096/fj.201901202RR,31930599,2020
10.1371/journal.pone.0226606,31929543,2020
10.3233/CH-190758,31929153,2020
10.3233/CH-190748,31929151,2020
10.4244/EIJ-D-19-00901,31929100,2020
10.1080/1354750X.2020.1716073,31928240,2020
10.1016/j.ejca.2019.12.005,31927212,2020
10.1016/j.ejphar.2020.172913,31926994,2020
10.1186/s12891-019-3020-3,31926549,2020
10.1016/j.jneumeth.2020.108591,31926203,2020
10.1186/s40658-020-0270-y,31925574,2020
10.1038/s41467-019-13984-8,31924766,2020
10.1016/j.jse.2019.10.011,31924518,2020
10.1186/s12954-019-0338-y,31924208,2020
10.1016/j.advms.2019.11.006,31923770,2020
10.1016/j.actbio.2020.01.001,31923720,2020
10.1016/j.bone.2019.115219,31923704,2020
10.1165/rcmb.2019-0358OC,31922895,2020
10.1002/wps.20699,31922669,2020
10.1002/wps.20718,31922666,2020
10.1002/wps.20714,31922663,2020
10.1093/ecco-jcc/jjaa003,31922534,2020
10.1002/nbm.4236,31922301,2020
10.1186/s13099-019-0344-3,31921357,2020
10.1186/s13099-019-0343-4,31921356,2020
10.1111/obr.12976,31919972,2020
10.1002/hed.26049,31919967,2020
10.1002/ejhf.1735,31919934,2020
10.1111/srt.12830,31919922,2020
10.1007/s00132-019-03776-9,31919555,2020
10.1007/s00115-019-00858-z,31919550,2020
10.1007/s00056-019-00206-5,31919542,2020
10.1038/s41598-019-55687-6,31919369,2020
10.1016/j.hrtlng.2019.12.004,31918974,2020
10.1017/ice.2019.367,31918776,2020
10.1186/s12861-019-0201-0,31918653,2020
10.1055/a-1047-1075,31918440,2020
10.1016/j.puhe.2019.11.012,31918048,2020
10.1002/14651858.CD011535.pub3,31917873,2020
10.1016/j.peptides.2019.170250,31917165,2020
10.15252/emmm.201911801,31916677,2020
10.1007/s00347-019-01028-x,31915909,2020
10.1007/s00120-019-01092-w,31915889,2020
10.1007/s00106-019-00799-8,31915884,2020
10.1017/S1368980019003495,31915095,2020
10.1186/s12883-019-1590-1,31914945,2020
10.1177/1550059419899324,31914806,2020
10.1055/a-1072-5207,31914460,2020
10.1371/journal.pone.0227272,31914159,2020
10.1111/jch.13781,31913557,2020
10.1001/jamapsychiatry.2019.4379,31913424,2020
10.1038/s41467-019-13756-4,31913271,2020
10.2214/AJR.19.21579,31913067,2020
10.1002/14651858.CD012614.pub2,31912887,2020
10.1016/j.annonc.2019.09.004,31912800,2020
10.1016/j.annonc.2019.10.001,31912799,2020
10.1016/j.annonc.2019.10.012,31912797,2020
10.1002/ejhf.1695,31912620,2020
10.1111/cea.13559,31912551,2020
10.1111/jcpe.13241,31912534,2020
10.1007/s00101-019-00718-0,31912197,2020
10.1038/s41467-019-13892-x,31911629,2020
10.1038/s41537-019-0090-z,31911624,2020
10.1016/S2352-3018(19)30372-8,31911147,2020
10.1159/000502863,31910416,2020
10.1530/EC-19-0510,31910152,2020
10.1089/thy.2019.0271,31910109,2020
10.1093/eurheartj/ehz933,31909425,2020
10.1007/s00431-019-03537-y,31907637,2020
10.1007/s00414-019-02239-2,31907616,2020
10.1038/s41380-019-0601-3,31907379,2020
10.1177/1457496919897004,31906794,2020
10.3390/jcm9010127,31906585,2020
10.3390/nu12010127,31906475,2020
10.3390/cancers12010113,31906321,2020
10.1371/journal.pone.0226443,31905203,2020
10.1016/j.cellsig.2020.109524,31904413,2020
10.1177/1553350619894415,31903845,2020
10.1080/13696998.2019.1709848,31903807,2020
10.1111/srt.12800,31903691,2020
10.1093/eurheartj/ehz929,31901939,2020
10.1002/ana.25666,31900946,2020
10.1007/s11060-019-03382-x,31900826,2020
10.1007/s00784-019-03136-z,31900673,2020
10.1210/clinem/dgz318,31900481,2020
10.1093/gerona/glz297,31900470,2020
10.1002/glia.23778,31898841,2020
10.1186/s13063-019-3928-9,31898518,2020
10.1007/s10554-019-01749-9,31898007,2020
10.1007/s00431-019-03545-y,31897843,2020
10.1186/s40635-019-0284-8,31897796,2020
10.1093/cercor/bhz313,31897476,2020
10.1093/ajcn/nqz315,31897467,2020
10.1038/s41375-019-0697-0,31896782,2020
10.2967/jnumed.119.226027,31896726,2020
10.1126/science.aax6239,31896716,2020
10.1073/pnas.1907467117,31896584,2020
10.1021/acsami.9b19585,31895537,2020
10.1097/TP.0000000000003095,31895348,2020
10.1097/MCO.0000000000000625,31895244,2020
10.1056/NEJMoa1905239,31893580,2020
10.1002/cam4.2773,31893572,2020
,31893503,2020
10.21873/anticanres.13964,31892591,2020
